event_id,1_moduleMap_gpu_time,1_moduleMap_time,4_preprocess_gpu_time,4_preprocess_time,5_interactionGNN2_gpu_time,5_interactionGNN2_time,6_cCInfer_gpu_time,6_cCInfer_time,7_num_edges_bg,7_num_edges_gnn,8_num_scores_above_threshold,num_nodes,total_event,total_event_gpu
005000992,18.28878515625,18.288830995559692,0.00419481611251831,0.004233121871948242,0.6794310302734375,0.6794617176055908,0.0063357439041137695,0.006381988525390625,1279699,1279699,21541.0,265228,19.016599893569946,19.016564453125
005000993,18.922353515625,18.922396659851074,0.004168384075164795,0.004207134246826172,0.6955182495117187,0.6955492496490479,0.0069976959228515625,0.007046222686767578,1325940,1325940,22447.0,269927,19.669285774230957,19.669265625
005000994,20.16783984375,20.167880296707153,0.004368415832519531,0.004407167434692383,0.7720595703125,0.7720921039581299,0.007389823913574219,0.007436990737915039,1475682,1475682,24108.0,284408,20.99430227279663,20.99428515625
005000995,22.49980078125,22.49984121322632,0.004570496082305908,0.004609584808349609,0.9771282958984375,0.9771592617034912,0.008499967575073241,0.008550643920898438,1893235,1893235,30135.0,313173,23.53488278388977,23.534833984375
005000996,24.9543515625,24.95439124107361,0.0048261117935180665,0.004866123199462891,0.9429852294921875,0.9430162906646729,0.00892959976196289,0.008979082107543945,2274451,2274451,35856.0,342199,25.96326518058777,25.963251953125
005000997,24.005947265625,24.005986213684082,0.004884223937988281,0.004921436309814453,0.8774036865234375,0.8774335384368896,0.00871628761291504,0.008765220642089844,2106810,2106810,33529.0,328155,24.944387674331665,24.944357421875
005000998,18.96025,18.96029543876648,0.004457312107086182,0.004500627517700195,0.725908935546875,0.7259409427642822,0.0068986878395080565,0.006949186325073242,1359149,1359149,23048.0,269307,19.73647403717041,19.7364609375
005000999,26.367423828125,26.367467880249023,0.0046737599372863765,0.004709959030151367,0.8902718505859375,0.8903028964996338,0.008934687614440918,0.008983612060546875,2131931,2131931,33179.0,336201,27.32656502723694,27.326525390625
005001000,20.67415234375,20.67420220375061,0.004350048065185547,0.004391193389892578,0.980241455078125,0.980273962020874,0.007058911800384522,0.007105112075805664,1498799,1498799,25204.0,281847,21.706810474395752,21.706771484375
mean,21.574446494140624,21.57448531627655,0.004532309112548828,0.004572165012359619,0.8757479956054687,0.8757795190811157,0.01050353145599365,0.010551002025604248,1687665,1687665,27512.78,296970,22.509796535968782,22.509780166015627
std,2.5720262302526713,2.5720223414938346,0.000579672036439509,0.0005800481003843702,0.14779119848226313,0.14779064434709038,0.00823052272878112,0.008231261978300382,343679,343679,4882.732293665094,26948,2.6984838957428097,2.698492137452917
